rank,anum,verdict,engine,file
1,A063305,PROOF,quadratic,papers/00001-00500/00001-PROOF.pdf
2,A063337,PROOF,quadratic,papers/00001-00500/00002-PROOF.pdf
3,A063321,PROOF,quadratic,papers/00001-00500/00003-PROOF.pdf
4,A061002,PROOF,quadratic,papers/00001-00500/00004-PROOF.pdf
5,A129365,PROOF,quadratic,papers/00001-00500/00005-PROOF.pdf
6,A129454,PROOF,quadratic,papers/00001-00500/00006-PROOF.pdf
7,A092287,PROOF,quadratic,papers/00001-00500/00007-PROOF.pdf
8,A129364,PROOF,quadratic,papers/00001-00500/00008-PROOF.pdf
9,A036284,PROOF,quadratic,papers/00001-00500/00009-PROOF.pdf
10,A036284,PROOF,quadratic,papers/00001-00500/00010-PROOF.pdf
11,A037097,PROOF,quadratic,papers/00001-00500/00011-PROOF.pdf
12,A037096,PROOF,quadratic,papers/00001-00500/00012-PROOF.pdf
13,A059970,PROOF,quadratic,papers/00001-00500/00013-PROOF.pdf
14,A059970,PROOF,quadratic,papers/00001-00500/00014-PROOF.pdf
15,A352117,PROOF,quadratic,papers/00001-00500/00015-PROOF.pdf
16,A305404,PROOF,quadratic,papers/00001-00500/00016-PROOF.pdf
17,A062368,PROOF,quadratic,papers/00001-00500/00017-PROOF.pdf
18,A005329,PROOF,quadratic,papers/00001-00500/00018-PROOF.pdf
19,A000071,PROOF,quadratic,papers/00001-00500/00019-PROOF.pdf
20,A000139,PROOF,quadratic,papers/00001-00500/00020-PROOF.pdf
21,A000040,PROOF,quadratic,papers/00001-00500/00021-PROOF.pdf
22,A087726,PROOF,algfield,papers/00001-00500/00022-PROOF.pdf
23,A059324,PROOF,quadratic,papers/00001-00500/00023-PROOF.pdf
24,A047926,PROOF,quadratic,papers/00001-00500/00024-PROOF.pdf
25,A358272,PROOF,quadratic,papers/00001-00500/00025-PROOF.pdf
26,A358319,PROOF,quadratic,papers/00001-00500/00026-PROOF.pdf
27,A327123,PROOF,quadratic,papers/00001-00500/00027-PROOF.pdf
28,A000364,DISPROOF,quadratic,papers/00001-00500/00028-DISPROOF.pdf
29,A000040,DISPROOF,quadratic,papers/00001-00500/00029-DISPROOF.pdf
30,A008365,DISPROOF,quadratic,papers/00001-00500/00030-DISPROOF.pdf
31,A063105,PROOF,cusp-form-dimension,papers/00001-00500/00031-PROOF.pdf
32,A063141,PROOF,cusp-form-dimension,papers/00001-00500/00032-PROOF.pdf
33,A063165,PROOF,cusp-form-dimension,papers/00001-00500/00033-PROOF.pdf
34,A063087,PROOF,cusp-form-dimension,papers/00001-00500/00034-PROOF.pdf
35,A063089,PROOF,cusp-form-dimension,papers/00001-00500/00035-PROOF.pdf
36,A063099,PROOF,cusp-form-dimension,papers/00001-00500/00036-PROOF.pdf
37,A063107,PROOF,cusp-form-dimension,papers/00001-00500/00037-PROOF.pdf
38,A063111,PROOF,cusp-form-dimension,papers/00001-00500/00038-PROOF.pdf
39,A063117,PROOF,cusp-form-dimension,papers/00001-00500/00039-PROOF.pdf
40,A063125,PROOF,cusp-form-dimension,papers/00001-00500/00040-PROOF.pdf
41,A063135,PROOF,cusp-form-dimension,papers/00001-00500/00041-PROOF.pdf
42,A063147,PROOF,cusp-form-dimension,papers/00001-00500/00042-PROOF.pdf
43,A063159,PROOF,cusp-form-dimension,papers/00001-00500/00043-PROOF.pdf
44,A063161,PROOF,cusp-form-dimension,papers/00001-00500/00044-PROOF.pdf
45,A063094,PROOF,cusp-form-dimension,papers/00001-00500/00045-PROOF.pdf
46,A063102,PROOF,cusp-form-dimension,papers/00001-00500/00046-PROOF.pdf
47,A063109,PROOF,cusp-form-dimension,papers/00001-00500/00047-PROOF.pdf
48,A063121,PROOF,cusp-form-dimension,papers/00001-00500/00048-PROOF.pdf
49,A063133,PROOF,cusp-form-dimension,papers/00001-00500/00049-PROOF.pdf
50,A063142,PROOF,cusp-form-dimension,papers/00001-00500/00050-PROOF.pdf
51,A063150,PROOF,cusp-form-dimension,papers/00001-00500/00051-PROOF.pdf
52,A063153,PROOF,cusp-form-dimension,papers/00001-00500/00052-PROOF.pdf
53,A063098,PROOF,cusp-form-dimension,papers/00001-00500/00053-PROOF.pdf
54,A063116,PROOF,cusp-form-dimension,papers/00001-00500/00054-PROOF.pdf
55,A063120,PROOF,cusp-form-dimension,papers/00001-00500/00055-PROOF.pdf
56,A063122,PROOF,cusp-form-dimension,papers/00001-00500/00056-PROOF.pdf
57,A063128,PROOF,cusp-form-dimension,papers/00001-00500/00057-PROOF.pdf
58,A063130,PROOF,cusp-form-dimension,papers/00001-00500/00058-PROOF.pdf
59,A063134,PROOF,cusp-form-dimension,papers/00001-00500/00059-PROOF.pdf
60,A063136,PROOF,cusp-form-dimension,papers/00001-00500/00060-PROOF.pdf
61,A063140,PROOF,cusp-form-dimension,papers/00001-00500/00061-PROOF.pdf
62,A063143,PROOF,cusp-form-dimension,papers/00001-00500/00062-PROOF.pdf
63,A063144,PROOF,cusp-form-dimension,papers/00001-00500/00063-PROOF.pdf
64,A063146,PROOF,cusp-form-dimension,papers/00001-00500/00064-PROOF.pdf
65,A063148,PROOF,cusp-form-dimension,papers/00001-00500/00065-PROOF.pdf
66,A063151,PROOF,cusp-form-dimension,papers/00001-00500/00066-PROOF.pdf
67,A063152,PROOF,cusp-form-dimension,papers/00001-00500/00067-PROOF.pdf
68,A063154,PROOF,cusp-form-dimension,papers/00001-00500/00068-PROOF.pdf
69,A063155,PROOF,cusp-form-dimension,papers/00001-00500/00069-PROOF.pdf
70,A063158,PROOF,cusp-form-dimension,papers/00001-00500/00070-PROOF.pdf
71,A063160,PROOF,cusp-form-dimension,papers/00001-00500/00071-PROOF.pdf
72,A063162,PROOF,cusp-form-dimension,papers/00001-00500/00072-PROOF.pdf
73,A063164,PROOF,cusp-form-dimension,papers/00001-00500/00073-PROOF.pdf
74,A063166,PROOF,cusp-form-dimension,papers/00001-00500/00074-PROOF.pdf
75,A000670,PROOF,quadratic,papers/00001-00500/00075-PROOF.pdf
76,A002050,PROOF,quadratic,papers/00001-00500/00076-PROOF.pdf
77,A004123,PROOF,quadratic,papers/00001-00500/00077-PROOF.pdf
78,A006531,PROOF,quadratic,papers/00001-00500/00078-PROOF.pdf
79,A052895,PROOF,quadratic,papers/00001-00500/00079-PROOF.pdf
80,A064618,PROOF,quadratic,papers/00001-00500/00080-PROOF.pdf
81,A079144,PROOF,stirling-phi,papers/00001-00500/00081-PROOF.pdf
82,A079144,PROOF,gauss-congruence,papers/00001-00500/00082-PROOF.pdf
83,A080253,PROOF,quadratic,papers/00001-00500/00083-PROOF.pdf
84,A158690,PROOF,stirling-phi,papers/00001-00500/00084-PROOF.pdf
85,A158690,PROOF,gauss-congruence,papers/00001-00500/00085-PROOF.pdf
86,A162314,PROOF,quadratic,papers/00001-00500/00086-PROOF.pdf
87,A167137,PROOF,quadratic,papers/00001-00500/00087-PROOF.pdf
88,A259533,PROOF,quadratic,papers/00001-00500/00088-PROOF.pdf
89,A301921,PROOF,quadratic,papers/00001-00500/00089-PROOF.pdf
90,A305550,PROOF,quadratic,papers/00001-00500/00090-PROOF.pdf
91,A306082,PROOF,quadratic,papers/00001-00500/00091-PROOF.pdf
92,A316142,PROOF,quadratic,papers/00001-00500/00092-PROOF.pdf
93,A316143,PROOF,quadratic,papers/00001-00500/00093-PROOF.pdf
94,A316144,PROOF,quadratic,papers/00001-00500/00094-PROOF.pdf
95,A320352,PROOF,quadratic,papers/00001-00500/00095-PROOF.pdf
96,A354242,PROOF,quadratic,papers/00001-00500/00096-PROOF.pdf
97,A354253,PROOF,quadratic,papers/00001-00500/00097-PROOF.pdf
98,A355409,PROOF,quadratic,papers/00001-00500/00098-PROOF.pdf
99,A211259,PROOF,symmetric-sum-zero,papers/00001-00500/00099-PROOF.pdf
100,A211714,PROOF,symmetric-sum-zero,papers/00001-00500/00100-PROOF.pdf
101,A211817,PROOF,symmetric-sum-zero,papers/00001-00500/00101-PROOF.pdf
102,A211553,PROOF,symmetric-sum-zero,papers/00001-00500/00102-PROOF.pdf
103,A211713,PROOF,symmetric-sum-zero,papers/00001-00500/00103-PROOF.pdf
104,A211816,PROOF,symmetric-sum-zero,papers/00001-00500/00104-PROOF.pdf
105,A211552,PROOF,symmetric-sum-zero,papers/00001-00500/00105-PROOF.pdf
106,A211470,PROOF,symmetric-sum-zero,papers/00001-00500/00106-PROOF.pdf
107,A211445,PROOF,symmetric-sum-zero,papers/00001-00500/00107-PROOF.pdf
108,A211258,PROOF,symmetric-sum-zero,papers/00001-00500/00108-PROOF.pdf
109,A211444,PROOF,symmetric-sum-zero,papers/00001-00500/00109-PROOF.pdf
110,A211257,PROOF,symmetric-sum-zero,papers/00001-00500/00110-PROOF.pdf
111,A211469,PROOF,symmetric-sum-zero,papers/00001-00500/00111-PROOF.pdf
112,A211820,PROOF,symmetric-sum-zero,papers/00001-00500/00112-PROOF.pdf
113,A211712,PROOF,symmetric-sum-zero,papers/00001-00500/00113-PROOF.pdf
114,A211333,PROOF,symmetric-sum-zero,papers/00001-00500/00114-PROOF.pdf
115,A211711,PROOF,symmetric-sum-zero,papers/00001-00500/00115-PROOF.pdf
116,A211815,PROOF,symmetric-sum-zero,papers/00001-00500/00116-PROOF.pdf
117,A211332,PROOF,symmetric-sum-zero,papers/00001-00500/00117-PROOF.pdf
118,A211556,PROOF,symmetric-sum-zero,papers/00001-00500/00118-PROOF.pdf
119,A211814,PROOF,symmetric-sum-zero,papers/00001-00500/00119-PROOF.pdf
120,A211494,PROOF,symmetric-sum-zero,papers/00001-00500/00120-PROOF.pdf
121,A211473,PROOF,symmetric-sum-zero,papers/00001-00500/00121-PROOF.pdf
122,A211551,PROOF,symmetric-sum-zero,papers/00001-00500/00122-PROOF.pdf
123,A211256,PROOF,symmetric-sum-zero,papers/00001-00500/00123-PROOF.pdf
124,A211550,PROOF,symmetric-sum-zero,papers/00001-00500/00124-PROOF.pdf
125,A211448,PROOF,symmetric-sum-zero,papers/00001-00500/00125-PROOF.pdf
126,A211468,PROOF,symmetric-sum-zero,papers/00001-00500/00126-PROOF.pdf
127,A211493,PROOF,symmetric-sum-zero,papers/00001-00500/00127-PROOF.pdf
128,A211467,PROOF,symmetric-sum-zero,papers/00001-00500/00128-PROOF.pdf
129,A211260,PROOF,symmetric-sum-zero,papers/00001-00500/00129-PROOF.pdf
130,A211443,PROOF,symmetric-sum-zero,papers/00001-00500/00130-PROOF.pdf
131,A211255,PROOF,symmetric-sum-zero,papers/00001-00500/00131-PROOF.pdf
132,A211335,PROOF,symmetric-sum-zero,papers/00001-00500/00132-PROOF.pdf
133,A211442,PROOF,symmetric-sum-zero,papers/00001-00500/00133-PROOF.pdf
134,A211254,PROOF,symmetric-sum-zero,papers/00001-00500/00134-PROOF.pdf
135,A211496,PROOF,symmetric-sum-zero,papers/00001-00500/00135-PROOF.pdf
136,A211336,PROOF,symmetric-sum-zero,papers/00001-00500/00136-PROOF.pdf
137,A211331,PROOF,symmetric-sum-zero,papers/00001-00500/00137-PROOF.pdf
138,A211330,PROOF,symmetric-sum-zero,papers/00001-00500/00138-PROOF.pdf
139,A211325,PROOF,symmetric-sum-zero,papers/00001-00500/00139-PROOF.pdf
140,A211326,PROOF,symmetric-sum-zero,papers/00001-00500/00140-PROOF.pdf
141,A211497,PROOF,symmetric-sum-zero,papers/00001-00500/00141-PROOF.pdf
142,A211334,PROOF,symmetric-sum-zero,papers/00001-00500/00142-PROOF.pdf
143,A283581,PROOF,automaton-axis,papers/00001-00500/00143-PROOF.pdf
144,A283582,PROOF,automaton-axis,papers/00001-00500/00144-PROOF.pdf
145,A283583,PROOF,automaton-axis,papers/00001-00500/00145-PROOF.pdf
146,A283584,PROOF,automaton-axis,papers/00001-00500/00146-PROOF.pdf
147,A211492,PROOF,symmetric-sum-zero,papers/00001-00500/00147-PROOF.pdf
148,A211116,PROOF,symmetric-sum-zero,papers/00001-00500/00148-PROOF.pdf
149,A211115,PROOF,symmetric-sum-zero,papers/00001-00500/00149-PROOF.pdf
150,A211495,PROOF,symmetric-sum-zero,papers/00001-00500/00150-PROOF.pdf
151,A211491,PROOF,symmetric-sum-zero,papers/00001-00500/00151-PROOF.pdf
152,A211328,PROOF,symmetric-sum-zero,papers/00001-00500/00152-PROOF.pdf
153,A267212,PROOF,automaton-block-count,papers/00001-00500/00153-PROOF.pdf
154,A267214,PROOF,automaton-block-count,papers/00001-00500/00154-PROOF.pdf
155,A267452,PROOF,automaton-block-count,papers/00001-00500/00155-PROOF.pdf
156,A267454,PROOF,automaton-block-count,papers/00001-00500/00156-PROOF.pdf
157,A267211,PROOF,automaton-block-count,papers/00001-00500/00157-PROOF.pdf
158,A267213,PROOF,automaton-block-count,papers/00001-00500/00158-PROOF.pdf
159,A267451,PROOF,automaton-block-count,papers/00001-00500/00159-PROOF.pdf
160,A267453,PROOF,automaton-block-count,papers/00001-00500/00160-PROOF.pdf
161,A211324,PROOF,symmetric-sum-zero,papers/00001-00500/00161-PROOF.pdf
162,A267159,PROOF,automaton-cell-count,papers/00001-00500/00162-PROOF.pdf
163,A267161,PROOF,automaton-cell-count,papers/00001-00500/00163-PROOF.pdf
164,A266615,PROOF,automaton-cell-count,papers/00001-00500/00164-PROOF.pdf
165,A266617,PROOF,automaton-cell-count,papers/00001-00500/00165-PROOF.pdf
166,A267153,PROOF,automaton-row,papers/00001-00500/00166-PROOF.pdf
167,A267154,PROOF,automaton-row,papers/00001-00500/00167-PROOF.pdf
168,A267293,PROOF,automaton-row,papers/00001-00500/00168-PROOF.pdf
169,A267294,PROOF,automaton-row,papers/00001-00500/00169-PROOF.pdf
170,A267854,PROOF,automaton-row,papers/00001-00500/00170-PROOF.pdf
171,A267855,PROOF,automaton-row,papers/00001-00500/00171-PROOF.pdf
172,A211117,PROOF,symmetric-sum-zero,papers/00001-00500/00172-PROOF.pdf
173,A265427,PROOF,automaton-row,papers/00001-00500/00173-PROOF.pdf
174,A267158,PROOF,automaton-cell-count,papers/00001-00500/00174-PROOF.pdf
175,A267160,PROOF,automaton-cell-count,papers/00001-00500/00175-PROOF.pdf
176,A266787,PROOF,automaton-row,papers/00001-00500/00176-PROOF.pdf
177,A266788,PROOF,automaton-row,papers/00001-00500/00177-PROOF.pdf
178,A267138,PROOF,automaton-row,papers/00001-00500/00178-PROOF.pdf
179,A267139,PROOF,automaton-row,papers/00001-00500/00179-PROOF.pdf
180,A266609,PROOF,automaton-row,papers/00001-00500/00180-PROOF.pdf
181,A266610,PROOF,automaton-row,papers/00001-00500/00181-PROOF.pdf
182,A266838,PROOF,automaton-row,papers/00001-00500/00182-PROOF.pdf
183,A266839,PROOF,automaton-row,papers/00001-00500/00183-PROOF.pdf
184,A267057,PROOF,automaton-row,papers/00001-00500/00184-PROOF.pdf
185,A267058,PROOF,automaton-row,papers/00001-00500/00185-PROOF.pdf
186,A267041,PROOF,automaton-row,papers/00001-00500/00186-PROOF.pdf
187,A267042,PROOF,automaton-row,papers/00001-00500/00187-PROOF.pdf
188,A266589,PROOF,automaton-row,papers/00001-00500/00188-PROOF.pdf
189,A266590,PROOF,automaton-row,papers/00001-00500/00189-PROOF.pdf
190,A266841,PROOF,automaton-row,papers/00001-00500/00190-PROOF.pdf
191,A266842,PROOF,automaton-row,papers/00001-00500/00191-PROOF.pdf
192,A266717,PROOF,automaton-row,papers/00001-00500/00192-PROOF.pdf
193,A266718,PROOF,automaton-row,papers/00001-00500/00193-PROOF.pdf
194,A267054,PROOF,automaton-row,papers/00001-00500/00194-PROOF.pdf
195,A267055,PROOF,automaton-row,papers/00001-00500/00195-PROOF.pdf
196,A267271,PROOF,automaton-row,papers/00001-00500/00196-PROOF.pdf
197,A267350,PROOF,automaton-row,papers/00001-00500/00197-PROOF.pdf
198,A267351,PROOF,automaton-row,papers/00001-00500/00198-PROOF.pdf
199,A266460,PROOF,automaton-row,papers/00001-00500/00199-PROOF.pdf
200,A266461,PROOF,automaton-row,papers/00001-00500/00200-PROOF.pdf
201,A266515,PROOF,automaton-row,papers/00001-00500/00201-PROOF.pdf
202,A266516,PROOF,automaton-row,papers/00001-00500/00202-PROOF.pdf
203,A266606,PROOF,automaton-row,papers/00001-00500/00203-PROOF.pdf
204,A266607,PROOF,automaton-row,papers/00001-00500/00204-PROOF.pdf
205,A266614,PROOF,automaton-cell-count,papers/00001-00500/00205-PROOF.pdf
206,A266616,PROOF,automaton-cell-count,papers/00001-00500/00206-PROOF.pdf
207,A266670,PROOF,automaton-row,papers/00001-00500/00207-PROOF.pdf
208,A266671,PROOF,automaton-row,papers/00001-00500/00208-PROOF.pdf
209,A266849,PROOF,automaton-row,papers/00001-00500/00209-PROOF.pdf
210,A266850,PROOF,automaton-row,papers/00001-00500/00210-PROOF.pdf
211,A266979,PROOF,automaton-row,papers/00001-00500/00211-PROOF.pdf
212,A266980,PROOF,automaton-row,papers/00001-00500/00212-PROOF.pdf
213,A267002,PROOF,automaton-row,papers/00001-00500/00213-PROOF.pdf
214,A267003,PROOF,automaton-row,papers/00001-00500/00214-PROOF.pdf
215,A279498,PROOF,automaton-axis,papers/00001-00500/00215-PROOF.pdf
216,A279499,PROOF,automaton-axis,papers/00001-00500/00216-PROOF.pdf
217,A279500,PROOF,automaton-axis,papers/00001-00500/00217-PROOF.pdf
218,A279501,PROOF,automaton-axis,papers/00001-00500/00218-PROOF.pdf
219,A279873,PROOF,automaton-axis,papers/00001-00500/00219-PROOF.pdf
220,A279874,PROOF,automaton-axis,papers/00001-00500/00220-PROOF.pdf
221,A279875,PROOF,automaton-axis,papers/00001-00500/00221-PROOF.pdf
222,A279876,PROOF,automaton-axis,papers/00001-00500/00222-PROOF.pdf
223,A281214,PROOF,automaton-axis,papers/00001-00500/00223-PROOF.pdf
224,A281215,PROOF,automaton-axis,papers/00001-00500/00224-PROOF.pdf
225,A281216,PROOF,automaton-axis,papers/00001-00500/00225-PROOF.pdf
226,A282482,PROOF,automaton-axis,papers/00001-00500/00226-PROOF.pdf
227,A282483,PROOF,automaton-axis,papers/00001-00500/00227-PROOF.pdf
228,A282484,PROOF,automaton-axis,papers/00001-00500/00228-PROOF.pdf
229,A282485,PROOF,automaton-axis,papers/00001-00500/00229-PROOF.pdf
230,A282607,PROOF,automaton-axis,papers/00001-00500/00230-PROOF.pdf
231,A282609,PROOF,automaton-axis,papers/00001-00500/00231-PROOF.pdf
232,A282653,PROOF,automaton-axis,papers/00001-00500/00232-PROOF.pdf
233,A282655,PROOF,automaton-axis,papers/00001-00500/00233-PROOF.pdf
234,A282915,PROOF,automaton-axis,papers/00001-00500/00234-PROOF.pdf
235,A282916,PROOF,automaton-axis,papers/00001-00500/00235-PROOF.pdf
236,A282917,PROOF,automaton-axis,papers/00001-00500/00236-PROOF.pdf
237,A282918,PROOF,automaton-axis,papers/00001-00500/00237-PROOF.pdf
238,A283214,PROOF,automaton-axis,papers/00001-00500/00238-PROOF.pdf
239,A283216,PROOF,automaton-axis,papers/00001-00500/00239-PROOF.pdf
240,A283217,PROOF,automaton-axis,papers/00001-00500/00240-PROOF.pdf
241,A284243,PROOF,automaton-axis,papers/00001-00500/00241-PROOF.pdf
242,A284244,PROOF,automaton-axis,papers/00001-00500/00242-PROOF.pdf
243,A284246,PROOF,automaton-axis,papers/00001-00500/00243-PROOF.pdf
244,A278753,PROOF,automaton-axis,papers/00001-00500/00244-PROOF.pdf
245,A278754,PROOF,automaton-axis,papers/00001-00500/00245-PROOF.pdf
246,A278755,PROOF,automaton-axis,papers/00001-00500/00246-PROOF.pdf
247,A278756,PROOF,automaton-axis,papers/00001-00500/00247-PROOF.pdf
248,A279877,PROOF,automaton-axis,papers/00001-00500/00248-PROOF.pdf
249,A279879,PROOF,automaton-axis,papers/00001-00500/00249-PROOF.pdf
250,A279880,PROOF,automaton-axis,papers/00001-00500/00250-PROOF.pdf
251,A282415,PROOF,automaton-axis,papers/00001-00500/00251-PROOF.pdf
252,A282416,PROOF,automaton-axis,papers/00001-00500/00252-PROOF.pdf
253,A282417,PROOF,automaton-axis,papers/00001-00500/00253-PROOF.pdf
254,A282418,PROOF,automaton-axis,papers/00001-00500/00254-PROOF.pdf
255,A285833,PROOF,automaton-axis,papers/00001-00500/00255-PROOF.pdf
256,A288662,PROOF,automaton-axis,papers/00001-00500/00256-PROOF.pdf
257,A211114,PROOF,symmetric-sum-zero,papers/00001-00500/00257-PROOF.pdf
258,A266793,PROOF,automaton-cell-count,papers/00001-00500/00258-PROOF.pdf
259,A266795,PROOF,automaton-cell-count,papers/00001-00500/00259-PROOF.pdf
260,A267262,PROOF,automaton-cell-count,papers/00001-00500/00260-PROOF.pdf
261,A266250,PROOF,automaton-cell-count,papers/00001-00500/00261-PROOF.pdf
262,A266252,PROOF,automaton-cell-count,papers/00001-00500/00262-PROOF.pdf
263,A266448,PROOF,automaton-cell-count,papers/00001-00500/00263-PROOF.pdf
264,A266450,PROOF,automaton-cell-count,papers/00001-00500/00264-PROOF.pdf
265,A267047,PROOF,automaton-cell-count,papers/00001-00500/00265-PROOF.pdf
266,A267049,PROOF,automaton-cell-count,papers/00001-00500/00266-PROOF.pdf
267,A265428,PROOF,automaton-cell-count,papers/00001-00500/00267-PROOF.pdf
268,A265430,PROOF,automaton-cell-count,papers/00001-00500/00268-PROOF.pdf
269,A266221,PROOF,automaton-cell-count,papers/00001-00500/00269-PROOF.pdf
270,A266223,PROOF,automaton-cell-count,papers/00001-00500/00270-PROOF.pdf
271,A266594,PROOF,automaton-cell-count,papers/00001-00500/00271-PROOF.pdf
272,A266596,PROOF,automaton-cell-count,papers/00001-00500/00272-PROOF.pdf
273,A266663,PROOF,automaton-cell-count,papers/00001-00500/00273-PROOF.pdf
274,A266665,PROOF,automaton-cell-count,papers/00001-00500/00274-PROOF.pdf
275,A266257,PROOF,automaton-cell-count,papers/00001-00500/00275-PROOF.pdf
276,A266259,PROOF,automaton-cell-count,papers/00001-00500/00276-PROOF.pdf
277,A266438,PROOF,automaton-cell-count,papers/00001-00500/00277-PROOF.pdf
278,A266440,PROOF,automaton-cell-count,papers/00001-00500/00278-PROOF.pdf
279,A266723,PROOF,automaton-cell-count,papers/00001-00500/00279-PROOF.pdf
280,A266725,PROOF,automaton-cell-count,papers/00001-00500/00280-PROOF.pdf
281,A267353,PROOF,automaton-cell-count,papers/00001-00500/00281-PROOF.pdf
282,A278665,PROOF,automaton-axis,papers/00001-00500/00282-PROOF.pdf
283,A278667,PROOF,automaton-axis,papers/00001-00500/00283-PROOF.pdf
284,A282911,PROOF,automaton-axis,papers/00001-00500/00284-PROOF.pdf
285,A282912,PROOF,automaton-axis,papers/00001-00500/00285-PROOF.pdf
286,A282913,PROOF,automaton-axis,papers/00001-00500/00286-PROOF.pdf
287,A282914,PROOF,automaton-axis,papers/00001-00500/00287-PROOF.pdf
288,A284179,PROOF,automaton-axis,papers/00001-00500/00288-PROOF.pdf
289,A284180,PROOF,automaton-axis,papers/00001-00500/00289-PROOF.pdf
290,A284181,PROOF,automaton-axis,papers/00001-00500/00290-PROOF.pdf
291,A284182,PROOF,automaton-axis,papers/00001-00500/00291-PROOF.pdf
292,A284480,PROOF,automaton-axis,papers/00001-00500/00292-PROOF.pdf
293,A284481,PROOF,automaton-axis,papers/00001-00500/00293-PROOF.pdf
294,A284482,PROOF,automaton-axis,papers/00001-00500/00294-PROOF.pdf
295,A284540,PROOF,automaton-axis,papers/00001-00500/00295-PROOF.pdf
296,A284541,PROOF,automaton-axis,papers/00001-00500/00296-PROOF.pdf
297,A284542,PROOF,automaton-axis,papers/00001-00500/00297-PROOF.pdf
298,A284543,PROOF,automaton-axis,papers/00001-00500/00298-PROOF.pdf
299,A265225,PROOF,automaton-cell-count,papers/00001-00500/00299-PROOF.pdf
300,A265724,PROOF,automaton-cell-count,papers/00001-00500/00300-PROOF.pdf
301,A266287,PROOF,automaton-cell-count,papers/00001-00500/00301-PROOF.pdf
302,A266304,PROOF,automaton-cell-count,papers/00001-00500/00302-PROOF.pdf
303,A285543,PROOF,automaton-axis,papers/00001-00500/00303-PROOF.pdf
304,A290233,PROOF,automaton-axis,papers/00001-00500/00304-PROOF.pdf
305,A290413,PROOF,automaton-axis,papers/00001-00500/00305-PROOF.pdf
306,A290415,PROOF,automaton-axis,papers/00001-00500/00306-PROOF.pdf
307,A290526,PROOF,automaton-axis,papers/00001-00500/00307-PROOF.pdf
308,A290528,PROOF,automaton-axis,papers/00001-00500/00308-PROOF.pdf
309,A032098,PROOF,equate,papers/00001-00500/00309-PROOF.pdf
310,A211323,PROOF,symmetric-sum-zero,papers/00001-00500/00310-PROOF.pdf
311,A265284,PROOF,automaton-block-count,papers/00001-00500/00311-PROOF.pdf
312,A267459,PROOF,automaton-block-count,papers/00001-00500/00312-PROOF.pdf
313,A267461,PROOF,automaton-block-count,papers/00001-00500/00313-PROOF.pdf
314,A267529,PROOF,automaton-block-count,papers/00001-00500/00314-PROOF.pdf
315,A267531,PROOF,automaton-block-count,papers/00001-00500/00315-PROOF.pdf
316,A266792,PROOF,automaton-cell-count,papers/00001-00500/00316-PROOF.pdf
317,A266794,PROOF,automaton-cell-count,papers/00001-00500/00317-PROOF.pdf
318,A267359,PROOF,automaton-row,papers/00001-00500/00318-PROOF.pdf
319,A267360,PROOF,automaton-row,papers/00001-00500/00319-PROOF.pdf
320,A266249,PROOF,automaton-cell-count,papers/00001-00500/00320-PROOF.pdf
321,A266251,PROOF,automaton-cell-count,papers/00001-00500/00321-PROOF.pdf
322,A266447,PROOF,automaton-cell-count,papers/00001-00500/00322-PROOF.pdf
323,A266449,PROOF,automaton-cell-count,papers/00001-00500/00323-PROOF.pdf
324,A267526,PROOF,automaton-block-row,papers/00001-00500/00324-PROOF.pdf
325,A267677,PROOF,automaton-block-row,papers/00001-00500/00325-PROOF.pdf
326,A267678,PROOF,automaton-block-row,papers/00001-00500/00326-PROOF.pdf
327,A285647,PROOF,automaton-axis,papers/00001-00500/00327-PROOF.pdf
328,A285649,PROOF,automaton-axis,papers/00001-00500/00328-PROOF.pdf
329,A285775,PROOF,automaton-axis,papers/00001-00500/00329-PROOF.pdf
330,A285777,PROOF,automaton-axis,papers/00001-00500/00330-PROOF.pdf
331,A263805,PROOF,automaton-block-row,papers/00001-00500/00331-PROOF.pdf
332,A263806,PROOF,automaton-block-row,papers/00001-00500/00332-PROOF.pdf
333,A267046,PROOF,automaton-cell-count,papers/00001-00500/00333-PROOF.pdf
334,A267048,PROOF,automaton-cell-count,papers/00001-00500/00334-PROOF.pdf
335,A267688,PROOF,automaton-block-row,papers/00001-00500/00335-PROOF.pdf
336,A267689,PROOF,automaton-block-row,papers/00001-00500/00336-PROOF.pdf
337,A286770,PROOF,automaton-axis,papers/00001-00500/00337-PROOF.pdf
338,A286772,PROOF,automaton-axis,papers/00001-00500/00338-PROOF.pdf
339,A287190,PROOF,automaton-axis,papers/00001-00500/00339-PROOF.pdf
340,A287192,PROOF,automaton-axis,papers/00001-00500/00340-PROOF.pdf
341,A266220,PROOF,automaton-cell-count,papers/00001-00500/00341-PROOF.pdf
342,A266222,PROOF,automaton-cell-count,papers/00001-00500/00342-PROOF.pdf
343,A266593,PROOF,automaton-cell-count,papers/00001-00500/00343-PROOF.pdf
344,A266595,PROOF,automaton-cell-count,papers/00001-00500/00344-PROOF.pdf
345,A266660,PROOF,automaton-row,papers/00001-00500/00345-PROOF.pdf
346,A266661,PROOF,automaton-row,papers/00001-00500/00346-PROOF.pdf
347,A266662,PROOF,automaton-cell-count,papers/00001-00500/00347-PROOF.pdf
348,A266664,PROOF,automaton-cell-count,papers/00001-00500/00348-PROOF.pdf
349,A267274,PROOF,automaton-row,papers/00001-00500/00349-PROOF.pdf
350,A267456,PROOF,automaton-block-row,papers/00001-00500/00350-PROOF.pdf
