rank,anum,verdict,engine,file
2091,A189452,PROOF,array-permutation,papers/02001-02500/02091-PROOF.pdf
2092,A235731,PROOF,lex-subblock-statistic,papers/02001-02500/02092-PROOF.pdf
2093,A240148,PROOF,ray-sum,papers/02001-02500/02093-PROOF.pdf
2094,A241249,PROOF,ray-sum,papers/02001-02500/02094-PROOF.pdf
2095,A232940,PROOF,clashing-pair,papers/02001-02500/02095-PROOF.pdf
2096,A206219,PROOF,lex-subblock-statistic,papers/02001-02500/02096-PROOF.pdf
2097,A276296,PROOF,relabelling,papers/02001-02500/02097-PROOF.pdf
2098,A202984,PROOF,neighbour-existential,papers/02001-02500/02098-PROOF.pdf
2099,A204475,PROOF,pattern-subblock,papers/02001-02500/02099-PROOF.pdf
2100,A224157,PROOF,order-cond,papers/02001-02500/02100-PROOF.pdf
2101,A185838,PROOF,subblock-neighbour,papers/02001-02500/02101-PROOF.pdf
2102,A198714,PROOF,relabelling,papers/02001-02500/02102-PROOF.pdf
2103,A232841,PROOF,neighbour-existential,papers/02001-02500/02103-PROOF.pdf
2104,A231039,PROOF,modular-neighbour,papers/02001-02500/02104-PROOF.pdf
2105,A262475,PROOF,digit-divisibility,papers/02001-02500/02105-PROOF.pdf
2106,A209810,PROOF,relabelling,papers/02001-02500/02106-PROOF.pdf
2107,A238249,PROOF,lex-subblock-statistic,papers/02001-02500/02107-PROOF.pdf
2108,A183511,PROOF,neighbour-arithmetic,papers/02001-02500/02108-PROOF.pdf
2109,A209470,PROOF,distance-repeat,papers/02001-02500/02109-PROOF.pdf
2110,A203545,PROOF,neighbour-existential,papers/02001-02500/02110-PROOF.pdf
2111,A274892,PROOF,relabelling,papers/02001-02500/02111-PROOF.pdf
2112,A275501,PROOF,relabelling,papers/02001-02500/02112-PROOF.pdf
2113,A275562,PROOF,relabelling,papers/02001-02500/02113-PROOF.pdf
2114,A235958,PROOF,lex-subblock-statistic,papers/02001-02500/02114-PROOF.pdf
2115,A185568,PROOF,subblock-neighbour,papers/02001-02500/02115-PROOF.pdf
2116,A210048,PROOF,all-values-subblock,papers/02001-02500/02116-PROOF.pdf
2117,A240632,PROOF,cell-condition-pattern,papers/02001-02500/02117-PROOF.pdf
2118,A269017,PROOF,global-count,papers/02001-02500/02118-PROOF.pdf
2119,A239189,PROOF,ray-sum,papers/02001-02500/02119-PROOF.pdf
2120,A210130,PROOF,relabelling,papers/02001-02500/02120-PROOF.pdf
2121,A210400,PROOF,relabelling,papers/02001-02500/02121-PROOF.pdf
2122,A235749,PROOF,lex-subblock-statistic,papers/02001-02500/02122-PROOF.pdf
2123,A206173,PROOF,canonical-subblock,papers/02001-02500/02123-PROOF.pdf
2124,A189430,PROOF,array-permutation,papers/02001-02500/02124-PROOF.pdf
2125,A208268,PROOF,relabelling,papers/02001-02500/02125-PROOF.pdf
2126,A208313,PROOF,relabelling,papers/02001-02500/02126-PROOF.pdf
2127,A204947,PROOF,canonical-subblock,papers/02001-02500/02127-PROOF.pdf
2128,A231059,PROOF,modular-neighbour,papers/02001-02500/02128-PROOF.pdf
2129,A231052,PROOF,modular-neighbour,papers/02001-02500/02129-PROOF.pdf
2130,A199651,PROOF,relabelling,papers/02001-02500/02130-PROOF.pdf
2131,A275224,PROOF,relabelling,papers/02001-02500/02131-PROOF.pdf
2132,A186122,PROOF,subblock-neighbour,papers/02001-02500/02132-PROOF.pdf
2133,A204885,PROOF,pattern-subblock,papers/02001-02500/02133-PROOF.pdf
2134,A262797,PROOF,digit-divisibility,papers/02001-02500/02134-PROOF.pdf
2135,A263034,PROOF,digit-divisibility,papers/02001-02500/02135-PROOF.pdf
2136,A210409,PROOF,relabelling,papers/02001-02500/02136-PROOF.pdf
2137,A208792,PROOF,neighbour-arithmetic,papers/02001-02500/02137-PROOF.pdf
2138,A235407,PROOF,lex-subblock-statistic,papers/02001-02500/02138-PROOF.pdf
2139,A241278,PROOF,ray-sum,papers/02001-02500/02139-PROOF.pdf
2140,A240256,PROOF,ray-sum,papers/02001-02500/02140-PROOF.pdf
2141,A252808,PROOF,consecutive-triple,papers/02001-02500/02141-PROOF.pdf
2142,A206631,PROOF,edge-count-pattern,papers/02001-02500/02142-PROOF.pdf
2143,A202793,PROOF,neighbour-existential,papers/02001-02500/02143-PROOF.pdf
2144,A265956,PROOF,self-count,papers/02001-02500/02144-PROOF.pdf
2145,A240786,PROOF,pattern-neighbour,papers/02001-02500/02145-PROOF.pdf
2146,A183452,PROOF,gf-conjecture,papers/02001-02500/02146-PROOF.pdf
2147,A276303,PROOF,offset-inequality,papers/02001-02500/02147-PROOF.pdf
2148,A224306,PROOF,order-cond,papers/02001-02500/02148-PROOF.pdf
2149,A236486,PROOF,lex-subblock-statistic,papers/02001-02500/02149-PROOF.pdf
2150,A262796,PROOF,digit-divisibility,papers/02001-02500/02150-PROOF.pdf
2151,A263033,PROOF,digit-divisibility,papers/02001-02500/02151-PROOF.pdf
2152,A225021,PROOF,subblock-matrix,papers/02001-02500/02152-PROOF.pdf
2153,A208441,PROOF,neighbour-arithmetic,papers/02001-02500/02153-PROOF.pdf
2154,A203735,PROOF,pair-sum-order,papers/02001-02500/02154-PROOF.pdf
2155,A184569,PROOF,lex-subblock-statistic,papers/02001-02500/02155-PROOF.pdf
2156,A204797,PROOF,lex-subblock-statistic,papers/02001-02500/02156-PROOF.pdf
2157,A262316,PROOF,digit-divisibility,papers/02001-02500/02157-PROOF.pdf
2158,A262846,PROOF,digit-divisibility,papers/02001-02500/02158-PROOF.pdf
2159,A232910,PROOF,neighbour-existential,papers/02001-02500/02159-PROOF.pdf
2160,A204074,PROOF,relabelling,papers/02001-02500/02160-PROOF.pdf
2161,A214104,PROOF,circular-coloring,papers/02001-02500/02161-PROOF.pdf
2162,A214190,PROOF,circular-coloring,papers/02001-02500/02162-PROOF.pdf
2163,A240194,PROOF,ray-sum,papers/02001-02500/02163-PROOF.pdf
2164,A262237,PROOF,digit-divisibility,papers/02001-02500/02164-PROOF.pdf
2165,A263285,PROOF,digit-divisibility,papers/02001-02500/02165-PROOF.pdf
2166,A252883,PROOF,consecutive-triple,papers/02001-02500/02166-PROOF.pdf
2167,A235579,PROOF,lex-subblock-statistic,papers/02001-02500/02167-PROOF.pdf
2168,A209740,PROOF,relabelling,papers/02001-02500/02168-PROOF.pdf
2169,A205331,PROOF,canonical-subblock,papers/02001-02500/02169-PROOF.pdf
2170,A223208,PROOF,graph-adjacency-array,papers/02001-02500/02170-PROOF.pdf
2171,A267718,PROOF,repeated-value,papers/02001-02500/02171-PROOF.pdf
2172,A275040,PROOF,relabelling,papers/02001-02500/02172-PROOF.pdf
2173,A275128,PROOF,relabelling,papers/02001-02500/02173-PROOF.pdf
2174,A198509,PROOF,relabelling,papers/02001-02500/02174-PROOF.pdf
2175,A203727,PROOF,pair-sum-order,papers/02001-02500/02175-PROOF.pdf
2176,A268773,PROOF,global-count,papers/02001-02500/02176-PROOF.pdf
2177,A204635,PROOF,pattern-subblock,papers/02001-02500/02177-PROOF.pdf
2178,A203919,PROOF,pattern-subblock,papers/02001-02500/02178-PROOF.pdf
2179,A223871,PROOF,order-cond,papers/02001-02500/02179-PROOF.pdf
2180,A230906,PROOF,modular-neighbour,papers/02001-02500/02180-PROOF.pdf
2181,A269884,PROOF,global-count,papers/02001-02500/02181-PROOF.pdf
2182,A268015,PROOF,repeated-value,papers/02001-02500/02182-PROOF.pdf
2183,A268022,PROOF,repeated-value,papers/02001-02500/02183-PROOF.pdf
2184,A219075,PROOF,neighbour-existential,papers/02001-02500/02184-PROOF.pdf
2185,A231421,PROOF,pattern-neighbour,papers/02001-02500/02185-PROOF.pdf
2186,A204310,PROOF,pattern-subblock,papers/02001-02500/02186-PROOF.pdf
2187,A231026,PROOF,modular-neighbour,papers/02001-02500/02187-PROOF.pdf
2188,A223996,PROOF,order-cond,papers/02001-02500/02188-PROOF.pdf
2189,A268765,PROOF,global-count,papers/02001-02500/02189-PROOF.pdf
2190,A203448,PROOF,pair-sum-order,papers/02001-02500/02190-PROOF.pdf
2191,A281951,PROOF,pattern-neighbour,papers/02001-02500/02191-PROOF.pdf
2192,A268780,PROOF,capped-pair-count,papers/02001-02500/02192-PROOF.pdf
2193,A209098,PROOF,relabelling,papers/02001-02500/02193-PROOF.pdf
2194,A210057,PROOF,relabelling,papers/02001-02500/02194-PROOF.pdf
2195,A206652,PROOF,pattern-subblock,papers/02001-02500/02195-PROOF.pdf
2196,A204506,PROOF,canonical-subblock,papers/02001-02500/02196-PROOF.pdf
2197,A209360,PROOF,distance-repeat,papers/02001-02500/02197-PROOF.pdf
2198,A275087,PROOF,relabelling,papers/02001-02500/02198-PROOF.pdf
2199,A233160,PROOF,clashing-pair,papers/02001-02500/02199-PROOF.pdf
2200,A223797,PROOF,order-cond,papers/02001-02500/02200-PROOF.pdf
2201,A233143,PROOF,clashing-pair,papers/02001-02500/02201-PROOF.pdf
2202,A198475,PROOF,relabelling,papers/02001-02500/02202-PROOF.pdf
2203,A202799,PROOF,neighbour-existential,papers/02001-02500/02203-PROOF.pdf
2204,A233102,PROOF,rowmajor-across-columns,papers/02001-02500/02204-PROOF.pdf
2205,A189646,PROOF,array-permutation,papers/02001-02500/02205-PROOF.pdf
2206,A297454,PROOF,neighbour-existential,papers/02001-02500/02206-PROOF.pdf
2207,A189181,PROOF,array-permutation,papers/02001-02500/02207-PROOF.pdf
2208,A189249,PROOF,array-permutation,papers/02001-02500/02208-PROOF.pdf
2209,A189652,PROOF,array-permutation,papers/02001-02500/02209-PROOF.pdf
2210,A208861,PROOF,relabelling,papers/02001-02500/02210-PROOF.pdf
2211,A241105,PROOF,cell-condition-pattern,papers/02001-02500/02211-PROOF.pdf
2212,A223231,PROOF,graph-adjacency-array,papers/02001-02500/02212-PROOF.pdf
2213,A205604,PROOF,edge-count-pattern,papers/02001-02500/02213-PROOF.pdf
2214,A184568,PROOF,lex-subblock-statistic,papers/02001-02500/02214-PROOF.pdf
2215,A269107,PROOF,capped-pair-count,papers/02001-02500/02215-PROOF.pdf
2216,A266126,PROOF,self-count,papers/02001-02500/02216-PROOF.pdf
2217,A224349,PROOF,order-cond,papers/02001-02500/02217-PROOF.pdf
2218,A268627,PROOF,capped-pair-count,papers/02001-02500/02218-PROOF.pdf
2219,A268638,PROOF,capped-pair-count,papers/02001-02500/02219-PROOF.pdf
2220,A275135,PROOF,offset-inequality,papers/02001-02500/02220-PROOF.pdf
2221,A232959,PROOF,clashing-pair,papers/02001-02500/02221-PROOF.pdf
2222,A265982,PROOF,self-count,papers/02001-02500/02222-PROOF.pdf
2223,A241126,PROOF,cell-condition-pattern,papers/02001-02500/02223-PROOF.pdf
2224,A214115,PROOF,circular-coloring,papers/02001-02500/02224-PROOF.pdf
2225,A268795,PROOF,global-count,papers/02001-02500/02225-PROOF.pdf
2226,A268806,PROOF,global-count,papers/02001-02500/02226-PROOF.pdf
2227,A266034,PROOF,self-count,papers/02001-02500/02227-PROOF.pdf
2228,A266056,PROOF,self-count,papers/02001-02500/02228-PROOF.pdf
2229,A205258,PROOF,pattern-subblock,papers/02001-02500/02229-PROOF.pdf
2230,A263219,PROOF,digit-divisibility,papers/02001-02500/02230-PROOF.pdf
2231,A235417,PROOF,lex-subblock-statistic,papers/02001-02500/02231-PROOF.pdf
2232,A268786,PROOF,global-count,papers/02001-02500/02232-PROOF.pdf
2233,A268890,PROOF,global-count,papers/02001-02500/02233-PROOF.pdf
2234,A268999,PROOF,global-count,papers/02001-02500/02234-PROOF.pdf
2235,A269086,PROOF,global-count,papers/02001-02500/02235-PROOF.pdf
2236,A208564,PROOF,relabelling,papers/02001-02500/02236-PROOF.pdf
2237,A240272,PROOF,ray-sum,papers/02001-02500/02237-PROOF.pdf
2238,A239995,PROOF,ray-sum,papers/02001-02500/02238-PROOF.pdf
2239,A240423,PROOF,ray-sum,papers/02001-02500/02239-PROOF.pdf
2240,A240456,PROOF,ray-sum,papers/02001-02500/02240-PROOF.pdf
2241,A224175,PROOF,walk-closed-form,papers/02001-02500/02241-PROOF.pdf
2242,A230972,PROOF,modular-neighbour,papers/02001-02500/02242-PROOF.pdf
2243,A274956,PROOF,relabelling,papers/02001-02500/02243-PROOF.pdf
2244,A224022,PROOF,order-cond,papers/02001-02500/02244-PROOF.pdf
2245,A204296,PROOF,neighbour-existential,papers/02001-02500/02245-PROOF.pdf
2246,A203726,PROOF,pair-sum-order,papers/02001-02500/02246-PROOF.pdf
2247,A224046,PROOF,walk-closed-form,papers/02001-02500/02247-PROOF.pdf
2248,A275567,PROOF,offset-inequality,papers/02001-02500/02248-PROOF.pdf
2249,A224202,PROOF,order-cond,papers/02001-02500/02249-PROOF.pdf
2250,A203537,PROOF,neighbour-existential,papers/02001-02500/02250-PROOF.pdf
2251,A224276,PROOF,order-cond,papers/02001-02500/02251-PROOF.pdf
2252,A189645,PROOF,array-permutation,papers/02001-02500/02252-PROOF.pdf
2253,A239407,PROOF,ray-sum,papers/02001-02500/02253-PROOF.pdf
2254,A239651,PROOF,ray-sum,papers/02001-02500/02254-PROOF.pdf
2255,A203863,PROOF,pair-sum-order,papers/02001-02500/02255-PROOF.pdf
2256,A239250,PROOF,ray-sum,papers/02001-02500/02256-PROOF.pdf
2257,A224803,PROOF,subblock-matrix,papers/02001-02500/02257-PROOF.pdf
2258,A223947,PROOF,order-cond,papers/02001-02500/02258-PROOF.pdf
2259,A224571,PROOF,subblock-matrix,papers/02001-02500/02259-PROOF.pdf
2260,A224654,PROOF,subblock-matrix,papers/02001-02500/02260-PROOF.pdf
2261,A267717,PROOF,repeated-value,papers/02001-02500/02261-PROOF.pdf
2262,A224156,PROOF,order-cond,papers/02001-02500/02262-PROOF.pdf
2263,A275270,PROOF,offset-inequality,papers/02001-02500/02263-PROOF.pdf
2264,A198523,PROOF,relabelling,papers/02001-02500/02264-PROOF.pdf
2265,A210169,PROOF,all-values-subblock,papers/02001-02500/02265-PROOF.pdf
2266,A232592,PROOF,neighbour-existential,papers/02001-02500/02266-PROOF.pdf
2267,A204355,PROOF,pattern-subblock,papers/02001-02500/02267-PROOF.pdf
2268,A269010,PROOF,global-count,papers/02001-02500/02268-PROOF.pdf
2269,A269074,PROOF,global-count,papers/02001-02500/02269-PROOF.pdf
2270,A281712,PROOF,pattern-neighbour,papers/02001-02500/02270-PROOF.pdf
2271,A275396,PROOF,relabelling,papers/02001-02500/02271-PROOF.pdf
2272,A240035,PROOF,ray-sum,papers/02001-02500/02272-PROOF.pdf
2273,A209844,PROOF,relabelling,papers/02001-02500/02273-PROOF.pdf
2274,A198656,PROOF,relabelling,papers/02001-02500/02274-PROOF.pdf
2275,A252859,PROOF,consecutive-triple,papers/02001-02500/02275-PROOF.pdf
2276,A223274,PROOF,graph-adjacency-array,papers/02001-02500/02276-PROOF.pdf
2277,A204357,PROOF,pattern-subblock,papers/02001-02500/02277-PROOF.pdf
2278,A198288,PROOF,relabelling,papers/02001-02500/02278-PROOF.pdf
2279,A223665,PROOF,order-cond,papers/02001-02500/02279-PROOF.pdf
2280,A233226,PROOF,clashing-pair,papers/02001-02500/02280-PROOF.pdf
2281,A184567,PROOF,lex-subblock-statistic,papers/02001-02500/02281-PROOF.pdf
2282,A204356,PROOF,pattern-subblock,papers/02001-02500/02282-PROOF.pdf
2283,A232346,PROOF,neighbour-existential,papers/02001-02500/02283-PROOF.pdf
2284,A232925,PROOF,clashing-pair,papers/02001-02500/02284-PROOF.pdf
2285,A186896,PROOF,subblock-neighbour,papers/02001-02500/02285-PROOF.pdf
2286,A232519,PROOF,neighbour-existential,papers/02001-02500/02286-PROOF.pdf
2287,A281833,PROOF,pattern-neighbour,papers/02001-02500/02287-PROOF.pdf
2288,A199642,PROOF,relabelling,papers/02001-02500/02288-PROOF.pdf
2289,A240343,PROOF,ray-sum,papers/02001-02500/02289-PROOF.pdf
2290,A240462,PROOF,ray-sum,papers/02001-02500/02290-PROOF.pdf
2291,A279711,PROOF,pattern-neighbour,papers/02001-02500/02291-PROOF.pdf
2292,A209893,PROOF,relabelling,papers/02001-02500/02292-PROOF.pdf
2293,A205629,PROOF,canonical-subblock,papers/02001-02500/02293-PROOF.pdf
2294,A223384,PROOF,straight-line,papers/02001-02500/02294-PROOF.pdf
2295,A185475,PROOF,lex-subblock-statistic,papers/02001-02500/02295-PROOF.pdf
2296,A206516,PROOF,edge-count-pattern,papers/02001-02500/02296-PROOF.pdf
2297,A233096,PROOF,order-flag,papers/02001-02500/02297-PROOF.pdf
2298,A209540,PROOF,array-permutation,papers/02001-02500/02298-PROOF.pdf
2299,A203392,PROOF,neighbour-existential,papers/02001-02500/02299-PROOF.pdf
2300,A203256,PROOF,neighbour-existential,papers/02001-02500/02300-PROOF.pdf
2301,A231249,PROOF,modular-neighbour,papers/02001-02500/02301-PROOF.pdf
2302,A263663,PROOF,bounded-displacement,papers/02001-02500/02302-PROOF.pdf
2303,A203725,PROOF,pair-sum-order,papers/02001-02500/02303-PROOF.pdf
2304,A214169,PROOF,circular-coloring,papers/02001-02500/02304-PROOF.pdf
2305,A230690,PROOF,modular-neighbour,papers/02001-02500/02305-PROOF.pdf
2306,A205167,PROOF,relabelling,papers/02001-02500/02306-PROOF.pdf
2307,A210091,PROOF,all-values-subblock,papers/02001-02500/02307-PROOF.pdf
2308,A240779,PROOF,pattern-neighbour,papers/02001-02500/02308-PROOF.pdf
2309,A252946,PROOF,consecutive-triple,papers/02001-02500/02309-PROOF.pdf
2310,A186844,PROOF,subblock-neighbour,papers/02001-02500/02310-PROOF.pdf
2311,A204736,PROOF,lex-subblock-statistic,papers/02001-02500/02311-PROOF.pdf
2312,A235675,PROOF,lex-subblock-statistic,papers/02001-02500/02312-PROOF.pdf
2313,A268738,PROOF,global-count,papers/02001-02500/02313-PROOF.pdf
2314,A268748,PROOF,capped-pair-count,papers/02001-02500/02314-PROOF.pdf
2315,A203959,PROOF,pair-sum-order,papers/02001-02500/02315-PROOF.pdf
2316,A209538,PROOF,array-permutation,papers/02001-02500/02316-PROOF.pdf
2317,A235502,PROOF,lex-subblock-statistic,papers/02001-02500/02317-PROOF.pdf
2318,A210103,PROOF,relabelling,papers/02001-02500/02318-PROOF.pdf
2319,A233200,PROOF,clashing-pair,papers/02001-02500/02319-PROOF.pdf
2320,A224265,PROOF,walk-closed-form,papers/02001-02500/02320-PROOF.pdf
2321,A231852,PROOF,neighbour-arithmetic,papers/02001-02500/02321-PROOF.pdf
2322,A232253,PROOF,neighbour-existential,papers/02001-02500/02322-PROOF.pdf
2323,A253023,PROOF,consecutive-triple,papers/02001-02500/02323-PROOF.pdf
2324,A224648,PROOF,subblock-matrix,papers/02001-02500/02324-PROOF.pdf
2325,A262426,PROOF,digit-divisibility,papers/02001-02500/02325-PROOF.pdf
2326,A263059,PROOF,digit-divisibility,papers/02001-02500/02326-PROOF.pdf
2327,A218661,PROOF,neighbour-existential,papers/02001-02500/02327-PROOF.pdf
2328,A206362,PROOF,edge-count-pattern,papers/02001-02500/02328-PROOF.pdf
2329,A233070,PROOF,order-flag,papers/02001-02500/02329-PROOF.pdf
2330,A205748,PROOF,edge-count-pattern,papers/02001-02500/02330-PROOF.pdf
2331,A267669,PROOF,repeated-value,papers/02001-02500/02331-PROOF.pdf
2332,A202792,PROOF,neighbour-existential,papers/02001-02500/02332-PROOF.pdf
2333,A232953,PROOF,clashing-pair,papers/02001-02500/02333-PROOF.pdf
2334,A223507,PROOF,graph-adjacency-array,papers/02001-02500/02334-PROOF.pdf
2335,A231780,PROOF,neighbour-arithmetic,papers/02001-02500/02335-PROOF.pdf
2336,A198904,PROOF,relabelling,papers/02001-02500/02336-PROOF.pdf
2337,A223501,PROOF,graph-adjacency-array,papers/02001-02500/02337-PROOF.pdf
2338,A189606,PROOF,array-permutation,papers/02001-02500/02338-PROOF.pdf
2339,A266019,PROOF,self-count,papers/02001-02500/02339-PROOF.pdf
2340,A267929,PROOF,repeated-value,papers/02001-02500/02340-PROOF.pdf
2341,A267976,PROOF,repeated-value,papers/02001-02500/02341-PROOF.pdf
2342,A210315,PROOF,all-values-subblock,papers/02001-02500/02342-PROOF.pdf
2343,A232945,PROOF,clashing-pair,papers/02001-02500/02343-PROOF.pdf
2344,A231398,PROOF,pattern-neighbour,papers/02001-02500/02344-PROOF.pdf
2345,A275406,PROOF,offset-inequality,papers/02001-02500/02345-PROOF.pdf
2346,A203281,PROOF,neighbour-existential,papers/02001-02500/02346-PROOF.pdf
2347,A203724,PROOF,pair-sum-order,papers/02001-02500/02347-PROOF.pdf
2348,A205470,PROOF,edge-count-pattern,papers/02001-02500/02348-PROOF.pdf
2349,A209370,PROOF,distance-repeat,papers/02001-02500/02349-PROOF.pdf
2350,A208320,PROOF,relabelling,papers/02001-02500/02350-PROOF.pdf
2351,A203657,PROOF,pair-sum-order,papers/02001-02500/02351-PROOF.pdf
2352,A209825,PROOF,relabelling,papers/02001-02500/02352-PROOF.pdf
2353,A204956,PROOF,lex-subblock-statistic,papers/02001-02500/02353-PROOF.pdf
2354,A235654,PROOF,lex-subblock-statistic,papers/02001-02500/02354-PROOF.pdf
2355,A205426,PROOF,canonical-subblock,papers/02001-02500/02355-PROOF.pdf
2356,A232939,PROOF,clashing-pair,papers/02001-02500/02356-PROOF.pdf
2357,A185474,PROOF,lex-subblock-statistic,papers/02001-02500/02357-PROOF.pdf
2358,A223335,PROOF,graph-adjacency-array,papers/02001-02500/02358-PROOF.pdf
2359,A223281,PROOF,graph-adjacency-array,papers/02001-02500/02359-PROOF.pdf
2360,A268001,PROOF,repeated-value,papers/02001-02500/02360-PROOF.pdf
2361,A223260,PROOF,graph-adjacency-array,papers/02001-02500/02361-PROOF.pdf
2362,A267785,PROOF,repeated-value,papers/02001-02500/02362-PROOF.pdf
2363,A224647,PROOF,subblock-matrix,papers/02001-02500/02363-PROOF.pdf
2364,A224646,PROOF,subblock-matrix,papers/02001-02500/02364-PROOF.pdf
2365,A269198,PROOF,capped-pair-count,papers/02001-02500/02365-PROOF.pdf
2366,A269211,PROOF,global-count,papers/02001-02500/02366-PROOF.pdf
2367,A267716,PROOF,repeated-value,papers/02001-02500/02367-PROOF.pdf
2368,A198529,PROOF,relabelling,papers/02001-02500/02368-PROOF.pdf
2369,A253031,PROOF,consecutive-triple,papers/02001-02500/02369-PROOF.pdf
2370,A269204,PROOF,capped-pair-count,papers/02001-02500/02370-PROOF.pdf
2371,A224645,PROOF,subblock-matrix,papers/02001-02500/02371-PROOF.pdf
2372,A269933,PROOF,global-count,papers/02001-02500/02372-PROOF.pdf
2373,A269139,PROOF,capped-pair-count,papers/02001-02500/02373-PROOF.pdf
2374,A224155,PROOF,order-cond,papers/02001-02500/02374-PROOF.pdf
2375,A269148,PROOF,global-count,papers/02001-02500/02375-PROOF.pdf
2376,A269217,PROOF,global-count,papers/02001-02500/02376-PROOF.pdf
2377,A269039,PROOF,global-count,papers/02001-02500/02377-PROOF.pdf
2378,A269056,PROOF,global-count,papers/02001-02500/02378-PROOF.pdf
2379,A210304,PROOF,all-values-subblock,papers/02001-02500/02379-PROOF.pdf
2380,A204569,PROOF,relabelling,papers/02001-02500/02380-PROOF.pdf
2381,A233023,PROOF,clashing-pair,papers/02001-02500/02381-PROOF.pdf
2382,A180764,PROOF,neighbour-existential,papers/02001-02500/02382-PROOF.pdf
2383,A197103,PROOF,neighbour-arithmetic,papers/02001-02500/02383-PROOF.pdf
2384,A205317,PROOF,edge-count-pattern,papers/02001-02500/02384-PROOF.pdf
2385,A198979,PROOF,relabelling,papers/02001-02500/02385-PROOF.pdf
2386,A184566,PROOF,lex-subblock-statistic,papers/02001-02500/02386-PROOF.pdf
2387,A263678,PROOF,bounded-displacement,papers/02001-02500/02387-PROOF.pdf
2388,A269016,PROOF,global-count,papers/02001-02500/02388-PROOF.pdf
2389,A224742,PROOF,subblock-matrix,papers/02001-02500/02389-PROOF.pdf
2390,A198649,PROOF,relabelling,papers/02001-02500/02390-PROOF.pdf
2391,A203723,PROOF,pair-sum-order,papers/02001-02500/02391-PROOF.pdf
2392,A240514,PROOF,cell-condition-pattern,papers/02001-02500/02392-PROOF.pdf
2393,A281717,PROOF,pattern-neighbour,papers/02001-02500/02393-PROOF.pdf
2394,A209522,PROOF,relabelling,papers/02001-02500/02394-PROOF.pdf
2395,A233173,PROOF,clashing-pair,papers/02001-02500/02395-PROOF.pdf
2396,A224570,PROOF,subblock-matrix,papers/02001-02500/02396-PROOF.pdf
2397,A231243,PROOF,modular-neighbour,papers/02001-02500/02397-PROOF.pdf
2398,A224174,PROOF,walk-closed-form,papers/02001-02500/02398-PROOF.pdf
2399,A224011,PROOF,order-cond,papers/02001-02500/02399-PROOF.pdf
2400,A204488,PROOF,pattern-subblock,papers/02001-02500/02400-PROOF.pdf
2401,A224282,PROOF,walk-closed-form,papers/02001-02500/02401-PROOF.pdf
2402,A263702,PROOF,bounded-displacement,papers/02001-02500/02402-PROOF.pdf
2403,A262331,PROOF,digit-divisibility,papers/02001-02500/02403-PROOF.pdf
2404,A262419,PROOF,digit-divisibility,papers/02001-02500/02404-PROOF.pdf
2405,A203500,PROOF,neighbour-existential,papers/02001-02500/02405-PROOF.pdf
2406,A224021,PROOF,order-cond,papers/02001-02500/02406-PROOF.pdf
2407,A263701,PROOF,bounded-displacement,papers/02001-02500/02407-PROOF.pdf
2408,A185481,PROOF,subblock-neighbour,papers/02001-02500/02408-PROOF.pdf
2409,A263700,PROOF,bounded-displacement,papers/02001-02500/02409-PROOF.pdf
2410,A230814,PROOF,modular-neighbour,papers/02001-02500/02410-PROOF.pdf
2411,A223677,PROOF,order-cond,papers/02001-02500/02411-PROOF.pdf
2412,A263795,PROOF,digit-divisibility,papers/02001-02500/02412-PROOF.pdf
2413,A210081,PROOF,all-values-subblock,papers/02001-02500/02413-PROOF.pdf
2414,A210138,PROOF,all-values-subblock,papers/02001-02500/02414-PROOF.pdf
2415,A224201,PROOF,order-cond,papers/02001-02500/02415-PROOF.pdf
2416,A263699,PROOF,bounded-displacement,papers/02001-02500/02416-PROOF.pdf
2417,A210008,PROOF,all-values-subblock,papers/02001-02500/02417-PROOF.pdf
2418,A204392,PROOF,pattern-subblock,papers/02001-02500/02418-PROOF.pdf
2419,A204486,PROOF,pattern-subblock,papers/02001-02500/02419-PROOF.pdf
2420,A224373,PROOF,order-cond,papers/02001-02500/02420-PROOF.pdf
2421,A235444,PROOF,lex-subblock-statistic,papers/02001-02500/02421-PROOF.pdf
2422,A208198,PROOF,relabelling,papers/02001-02500/02422-PROOF.pdf
2423,A263698,PROOF,bounded-displacement,papers/02001-02500/02423-PROOF.pdf
2424,A183519,PROOF,neighbour-arithmetic,papers/02001-02500/02424-PROOF.pdf
2425,A235550,PROOF,lex-subblock-statistic,papers/02001-02500/02425-PROOF.pdf
2426,A235542,PROOF,lex-subblock-statistic,papers/02001-02500/02426-PROOF.pdf
2427,A263367,PROOF,digit-divisibility,papers/02001-02500/02427-PROOF.pdf
2428,A205057,PROOF,lex-subblock-statistic,papers/02001-02500/02428-PROOF.pdf
2429,A263697,PROOF,bounded-displacement,papers/02001-02500/02429-PROOF.pdf
2430,A204860,PROOF,canonical-subblock,papers/02001-02500/02430-PROOF.pdf
2431,A232919,PROOF,clashing-pair,papers/02001-02500/02431-PROOF.pdf
2432,A185473,PROOF,lex-subblock-statistic,papers/02001-02500/02432-PROOF.pdf
2433,A253022,PROOF,consecutive-triple,papers/02001-02500/02433-PROOF.pdf
2434,A269293,PROOF,capped-pair-count,papers/02001-02500/02434-PROOF.pdf
2435,A269280,PROOF,global-count,papers/02001-02500/02435-PROOF.pdf
2436,A268909,PROOF,global-count,papers/02001-02500/02436-PROOF.pdf
2437,A268976,PROOF,global-count,papers/02001-02500/02437-PROOF.pdf
